Japanese,English,
あう,to meet,
あお,blue,
あお,green,
あお,green light,
あお~,immature,
あおい,blue,
あおい,pale,
あおい,unripe,
あか,red,
あか,"Red-containing color (e.g. brown, pink, orange)",
あか,red light,
あかい,red,
あかるい,bright,
あかるい,cheerful,
あかるい,familiar (with),
あき,autumn,
あく,to open (e.g. doors),
あく,"to open (e.g. business, etc...)",
あく,to be empty,
あく,"to be vacant, to be available",
あける,"to open (a door, etc...)",
あける,"to open (for business, etc...)",
あける,to empty,
あげる,to give,
あげる,to raise,
あげる,"to fly (a kite, etc...)",
あさ,morning,
あさごはん,breakfast,
"あさって, みょうごにち",day after tomorrow,
あし,foot,
あし,leg,
あし,gait,
あし,pace,
"あした, あす, みょうにち",tomorrow,
あそこ,over there,
あそぶ,to play,
あそぶ,to be idle,
あたたかい,warm (usu. Air temperature),
あたま,head,
あたま,mind,
あたま,top,
あたらしい,new,
"あちら, あっち",over there,
"あちら, あっち",that one,
"あちら, あっち",that person,
あつい,"hot (weather, etc...)",
あつい,hot (thing),
あつい,kind,
あつい,thick,
あつい,abundant,
あと,behind,
あと,after,
あと,descendant,
あなた,you (referring to someone of equal or lower status),
あなた,dear (what a wife calls a husband),
あに,older brother,
あね,older sister,
あの,"that (someone or something distant from both speaker and listener, or situation unfamiliar to both speaker and listener)",
"あの, あのう, あのー",um...,
アパート,apartment,
アパート,apartment house,
あびる,to bathe,
あぶない,dangerous,
あぶない,in danger,
あぶない,uncertain,
あまい,sweet,
"あまり, あんまり",remainder,
"あまり, あんまり",not very (with negative sentence),
あめ,rain,
あめ,(hard) candy,
あらう,to wash,
あらう,to investigate,
ある,to be (usually for inanimate objects),
ある,to have,
ある,to be located,
あるく,to walk,
あれ,that,
いい/よい,good,
いいえ,no,
いう,to say,
いう,to call (i.e. to give a name),
いえ,house,
いえ,Family,
いえ,lineage,
いく,to go,
いく,to proceed,
いく,to continue,
いくつ,how many?,
いくつ,how old?,
いくら,how much?,
いけ,pond,
いしゃ,(medical) doctor,
いす,chair,
いす,post,
いそがしい,busy,
いたい,painful,
いち,one,
～いち,best in,
いちにち,(the) first (of the month),
いちにち,one day,
いちばん,best,
いつ,when,
いつか,five days,
いつか,fifth day,
いっしょ,together,
いつつ,five,
いつも,always,
いつも,never (with neg. verb),
いぬ,dog,
いま,now,
いみ,meaning,
いもうと,younger sister,
いや,unpleasant,
いりぐち,entrance,
いる,to be (of animate objects),
いる,to stay,
いる,(after the -te form of a verb indicating) continuing action or state,
いる,to need,
いれる,to put in,
いれる,to admit,
いろ,color,
いろいろ,various,
うえ,above,
うえ,top,
うえ,surface,
うえ,before,
うしろ,behind,
うすい,thin,
うすい,pale,
うすい,watery,
うすい,"weak (taste, etc...)",
うた,song,
うた,(classical) Japanese poetry (esp. tanka),
うた,modern poetry,
うたう,to sing,
うまれる,to be born,
うみ,sea,
うる,to sell,
うるさい,noisy,
うるさい,fussy,
うるさい,annoying,
うるさい,bossy,
うわぎ,jacket,
え,picture,
えいが,movie,
えいがかん,movie theater (theatre),
えいご,English (language),
ええ,yes,
ええ,um...,
ええ,huh?,
ええ,grrr,
えき,station,
エレベーター,elevator,
えんぴつ,pencil,
おいしい,delicious,
おおい,many,
おおきい,big,
おおきな,big,
おおぜい,crowd (of people),
おかあさん,mother,
おかし,sweets,
おかね,money,
おきる,to get up,
おきる,to wake up,
おきる,to occur (usu. Of unfavorable incidents),
おく,to put,
おく,to leave (behind),
おく,to do something in advance ,
おくさん,(your) wife,
おさけ,alcohol,
おさら,plate,
おじいさん,grandfather,
おじいさん,male senior-citizen,
おしえる,to teach,
おじさん,uncle,
おじさん,old man,
おす,to push,
おす,to press down,
おす,to stamp (i.e. a passport),
おそい,slow,
おそい,late (e.g. late at night),
おそい,too late,
おちゃ,tea (usually green),
おちゃ,tea break (at work),
おちゃ,tea ceremony,
おてあらい,bathroom,
おとうさん,father,
おとうと,younger brother,
おとこ,Man,
おとこのこ,Boy,
"おととい, いっさくじつ、おとつい",day before yesterday,
おととし、いっさくねん,year before last,
おとな,Adult,
おなか,stomach,
おなじ,same,
おにいさん,young man,
おにいさん,older brother,
おねえさん,older sister,
おねえさん,young lady,
おねえさん,"miss (referring to a waitress, etc..)",
おばあさん,grandmother,
おばあさん,female senior-citizen,
おばさん,Aunt,
おばさん,old lady,
おふろ,Bath,
おべんとう,(Japanese) box lunch,
おぼえる,to remember,
おぼえる,to feel,X
おまわりさん,(friendly term for a) policeman,
おもい,Heavy,
おもい,serious,
おもしろい,Interesting,
およぐ,to swim,
おりる,to descend (e.g. a mountain),
おりる,to get off,
おわる,to finish,
おんがく,Music,
おんな,Woman,
おんなのこ,Girl,
がいこく,foreign country,
がいこくじん,Foreigner,
かいしゃ,Company,
かいだん,Stairs,
かいもの,Shopping,
かう,to buy,
かえす,to return (something),
かえす,to turn over,
かえる,to go back,
かえる,"(of a guest, customer, etc...) to leave",
かお,(person's) face,
かかる,to take (time or money),
かかる,to hang,
かぎ,key,
かぎ,lock,
かく,to write,
がくせい,Student (esp. a university student),
かける,to make (a call),
かさ,Umbrella,
かす,to lend,
かす,to rent out,
かぜ,Wind,
かぜ,cold (illness),
かぞく,Family,
かた,direction,
かた,person,
~かた,method of,
がっこう,School,
カップ,Cup,
かてい,Household,
かど,"(a) corner (of a desk, pavement, etc...)",
かど,edge,
かばん,"(cloth, leather, etc... NOT paper, plastic) bag",
かびん,a (flower) vase,
かぶる,to wear (on head),
かみ,paper,
カメラ,camera,
かようび,Tuesday,
からい,Spicy,
からい,salty,
からい,tough (on someone),
からだ,Body,
からだ,health,
かりる,to borrow,
かりる,to rent,
かるい,Light (i.e. not heavy),
かるい,light (i.e. of foot),
カレー,Curry,
カレンダー,calendar,
かわ,River,
"かわ, がわ",(the …) river (suffix used with the names of rivers),
かわいい,Cute,
かわいい,dear,
かわいい,cute little,
かんじ,],
き,tree,
きいろ,yellow,
きいろい,yellow,
きえる,to disappear,
きく,to hear,
きく,to listen (e.g. to music),
きく,to ask,
きた,North,
ギター,Guitar,
きたない,Dirty,
きっさてん,coffee lounge,
きって,(postage) stamp,
きっぷ,Ticket,
きのう,Yesterday,
きゅう / く,Nine,
ぎゅうにく,Beef,
ぎゅうにゅう,(cow's) Milk,
きょう,Today,
きょうしつ,Classroom,
きょうだい,siblings,
きょねん,last year,
きらい,Hate,
きらい,suspicion,
きる,to cut (through),
きる,"to sever (connections, ties)",
きる,to turn off (i.e. the light),
きる,to put on (from the shoulders down),
きる,"to bear (guilt, etc...)",
きれい,pretty,
きれい,clean ,
きれい,completely,
"キロ, キログラム",Kilogram,
"キロ,キロメートル",Kilometer,
ぎんこう,Bank,
きんようび,Friday,
くすり,medicine,
ください,Please (give me),
ください,(after te-form of a verb or a noun prefixed with o- or go-) please (do for me),
くだもの,Fruit,
くち,mouth,
くち,opening,
くつ,Shoes,
くつした,Socks,
くに,Country,
くに,region,
くに,"home (i.e. hometown, home country)",
くもり,cloudy weather,
くもる,to become cloudy,
くらい,Gloomy,
くらい,dark (in color),
くらい,depressed,
クラス,Class,
グラム,Gram,
くる,to come (spatially or temporally),
くる,to come back,
くるま,car,
くるま,wheel,
くろ,Black,
くろ,dark,
くろい,black,
くろい,dark,
くろい,illicit,
けいかん,policeman,
けさ,this morning,
けす,to erase,
けす,to turn off power,
けす,to extinguish,
けっこう,splendid,
けっこう,sufficient,
けっこう,OK,
けっこん,Marriage,
げつようび,Monday,
げんかん,entry hall,
げんき,health,
ご,Five,
こうえん,(public) Park,
こうさてん,intersection,
こうちゃ,black tea,
こうばん,police box,
こうばん,alternation,
こえ,Voice,
コート,coat,
コート,"court (i.e. tennis, basketball, etc...)",
コーヒー,Coffee,
ここ,Here,
ごご,afternoon,
ここのか,nine days,
ここのか,ninth (day of the month),
ここのつ,Nine,
ごしゅじん,your husband,
ごぜん,morning,
こたえる,to answer,
"こちら, こっち",this way,
"こちら, こっち",Here,
"こちら, こっち",this one,
"こちら, こっち","I, me",
"こちら, こっち",this person,
コップ,a glass,
ことし,this year,
ことば,language,
ことば,word,
こども,Child,
この,This,
ごはん,cooked rice,
ごはん,meal,
コピー,copy,
こまる,to be worried,
これ,"This (indicating an item near the speaker, the action of the speaker, or the current topic)",
こんげつ,this month,
こんしゅう,this week,
こんな,"Such (about something/someone close to the speaker (including the speaker), or about ideas expressed by the speaker)",
こんばん,this evening,
さあ,well…,
さいふ,Wallet,
さかな,Fish,
さき,previous,
さく,to bloom,
さくぶん,writing,
さす,"to hold up (an umbrella, etc...)",
ざっし,Magazine,
さとう,Sugar,
さむい,Cold,
さらいねん,year after next,
さん,Three,
さんぽする,to stroll,
し / よん,Four,
しお,Salt,
しかし,However,
じかん,Time,
じかん,hours,
しごと,Job,
じしょ,Dictionary,
しずか,Quiet,
した,Below,
した,bottom,
した,beneath,
しち / なな,Seven,
しつもん,Question,
じてんしゃ,Bicycle,
じどうしゃ,Automobile,
しぬ,to die,
じびき,Dictionary,
じぶん,Oneself,
じぶん,I ,
しまる,to close,
しまる,to be locked,
しまる,to tighten,
しめる,to close,
しめる,to tie,
しめる,to total,
しめる,to be strict with,
じゃ/じゃあ,well then…,
しゃしん,photograph,
シャツ,Shirt,
シャワー,Shower,
"じゅう, とお",Ten,
じゅぎょう,lesson,
しゅくだい,homework,
じょうず,Skillful,
じょうぶ,strong,
しょうゆ,soy sauce,
しょくどう,dining hall,
しょくどう,diner,
しる,to know,
しろ,White,
しろい,White,
しんぶん,newspaper,
すいようび,Wednesday,
すう,to smoke,
すう,to suck,
すう,to absorb,
スカート,Skirt,
すき,liking,
すくない,a few,
すぐに,Instantly,
すこし,Few,
すこし,little while,
すこし,short distance,
すずしい,Refreshing,
ストーブ,Heater,
スプーン,Spoon,
スポーツ,Sport,
ズボン,Trousers,
すむ,to live (of humans),
スリッパ,Slippers,
する,to do,
する,to make (into),
する,to serve as,
すわる,to sit,
すわる,to assume (a position),
せ,height,
せいと,Pupil,
セーター,"sweater, jumper",
せっけん,Economy,
せびろ,business suit,
せまい,Narrow,
ゼロ,Zero,
せん,Thousand,
せんげつ,last month,
せんしゅう,last week,
せんせい,teacher,
せんせい,"(with names of teachers, etc. as an) honorific title",
せんたく,Washing,
ぜんぶ,All,
そうじ,cleaning,
そうして,like that,
そして,and then,
そこ,there (place relatively near listener),
そこ,there (place just mentioned),
そこ,then (of some incident just spoken of),
"そちら, そっち",that way (by you),
"そちら, そっち",there,
"そちら, そっち",that one,
"そちら, そっち",you,
そと,Outside,
そと,open air,
その,"that (something or someone distant from the speaker, close to the listener; actions of the listener, or ideas expressed or understood by the listener)",
その,um...,
そば,near,
そら,Sky,
それ,"that (indicating an item or person near the listener, the action of the listener, or something on their mind) ",
それ,that time,
それから,after that,
それでは,in that situation,
それでは,well then…,
だいがく,university,
たいしかん,embassy,
だいじょうぶ,all right,
だいすき,very likeable,
たいせつ,important,
たいてい,mostly,
たいてい,probably,
たいてい,most ,
だいどころ,kitchen,
たいへん,very,
たいへん,immense,
たいへん,serious,
たかい,high,
たかい,expensive,
たくさん,many,
タクシー,taxi,
だす,to take out,
だす,to reveal,
だす,to submit (e.g. thesis),
だす,to publish,
だす,to send (e.g. letter),
たつ,to stand,
たて,(the) vertical,
たて,length,
たてもの,building,
たのしい,enjoyable,
たのむ,to ask,
たのむ,to call,
たばこ,tobacco,
たぶん,probably,
たぶん,many,
たべもの,food,
たべる,to eat,
たまご,(hen) egg(s),
だれ,who,
だれか,somebody,
たんじょうび,birthday,
だんだん,gradually,
ちいさい,little,
ちいさな,little,
ちかい,near,
ちがう,to differ (from),
ちがう,to not be in the usual condition,
ちがう,"to not match the correct (answer, etc...)",
ちかく,near,
ちかく,nearly,
ちかく,shortly,
ちかてつ,underground train,
ちず,map,
ちち,father,
ちゃいろ,light brown,
ちゃわん,rice bowl,
ちょうど,exactly,
ちょっと,somewhat,
ちょっと,just a minute,
ついたち,first of month,
つかう,"to use (a person, animal, etc...)",
つかう,to make use of,
つかう,"to use (time, money, etc...)",
つかれる,to get tired,
つかれる,to be worn out (e.g. of well used objects),
つぎ,next,
つぎ,stage,
つく,to arrive at,
つく,to sit on,
つくえ,desk,
つくる,to make,
つくる,to prepare (food),
つくる,to raise,
つける,to turn on,
つとめる,to work for someone,
つまらない,boring,
つまらない,insignificant,
つめたい,cold (to the touch),
つよい,powerful,
つよい,resistant,
て,hand,
て,forepaw,
て,handle,
テープ,tape,
テーブル,table,
テープレコーダー,tape recorder,
でかける,to go out (e.g. on an excursion or outing),
てがみ,letter,
できる,to be able to,
できる,to be ready,
でぐち,exit,
テスト,test,
では,with that,
デパート,department store,
でも,but,
でる,to appear,
でる,to leave,
でる,to answer (the phone or door),
テレビ,television,
てんき,weather,
てんき,fair weather,
でんき,electricity,
でんき,(electric) light,
でんきストーブ,electric heater,
でんしゃ,(electric) train,
でんわ,telephone,
と,Japanese style door,
ドア,Western style door,
トイレ,toilet,
"どう, いかが",how,
どうして,for what reason,
どうぞ,please,
どうぞ,by all means,
どうぶつ,animal,
どうも,thanks,
どうも,much (thanks),
とおい,far,
とおか,ten days,
とおか,(the) tenth (of the month),
ときどき,sometimes,
とけい,watch,
どこ,where,
ところ,place,
とし,year,
とし,age,
としょかん,library,
"どちら, どっち",which way,
とても,very,
とても,(before a negative form) (not) at all,
どなた,who,
となり,next to (esp. living next door to),
どの,which,
とぶ,to jump,
とぶ,to fly,
とまる,to stop,
とまる,to come to a halt,
ともだち,friend,
どようび,Saturday,
とり,bird,
とり,bird meat (esp. chicken meat),
とる,to take,
とる,to steal,
とる,to eat,
とる,"to remove (one's glasses, etc...)",
とる,to take (a photo),
どれ,which (of three or more),
ナイフ,knife,
なか,middle,
なか,inside,
なか,among,
なか,during,
ながい,long (distance),
ながい,long (time),
なく,to bark,
なく,to sing (bird),
なく,to cry,
なくす,to lose something,
なぜ,why,
なつ,summer,
なつやすみ,summer vacation,
など,et cetera,
など,(indicating an approximate quote or vague suggestion) or something,
など,(lessening the significance or value of the previous word) the likes of,
ななつ,seven,
なのか,seven days,
なのか,(the) seventh (day of the month),
なまえ,name,
なまえ,given name,
ならう,to learn,
ならぶ,to line up,
ならぶ,to rival,
ならべる,to line up,
なる,to become,
なん/なに,what,
に,two,
にぎやか,bustling,
にく,meat,
にく,flesh,
にし,west,
にちようび,Sunday,
にもつ,luggage,
ニュース,news,
にわ,garden,
ぬぐ,"to take off (clothes, shoes, etc...)",
ぬるい,lukewarm,
ネクタイ,tie,
ねこ,cat,
ねる,to lie down,
ねる,"to go to bed, to lie in bed",
ねる,to sleep (lying down),
ノート,notebook,
ノート,note ,
ノート,notebook PC,
のぼる,to climb,
のぼる,to rise,
のぼる,to go to (the capital),
のぼる,to be promoted,
のみもの,(a) drink,
のむ,to drink,
のむ,to take (medicine),
のる,to get on,
のる,to spread (paints),
のる,to share in,
は,tooth,
パーティー,party,
はい,yes,
はい,OK (used to get attention prior to an utterance),
はいざら,ashtray,
はいる,to enter,
はいる,to break into,
はいる,to join,
はいる,to contain,
はがき,postcard,
はがき,"memo, note, card",
はく,"to put on (lower-body clothing i.e. pants, skirt, etc...)",
はこ,box,
はし,bridge,
はし,chopsticks,
はじまる,to begin,
はじめに,In the beginning,
はじめて,for the first time,
はじめて,only after … is it …,
はしる,to run,
はしる,to travel (movement of vehicles),
はしる,to hurry to,
はしる,"to retreat (from battle), to take flight",
バス,bus,
バス,bath,
バス,bass,
バター,butter,
はたち,20 years old,
はたらく,to work,
はたらく,to function,
はち,eight,
はつか,twenty days,
はつか,20th (day of the month),
はな,flower,
はな,nose,
はなし,talk,
はなし,discussions,
はなす,to speak,
はは,mother,
はやい,"early (in the day, etc...)",
はやい,fast,
はやい,(too) soon,
はやい,easy ,
はやい,quick,
はる,spring,
はる,new year,
はる,"prime (of one's life, etc...)",
はる,adolescence,
はる,to stick,
はれ,clear weather,
はれる,to be sunny,
はれる,to refresh (e.g. spirits),
はれる,to be cleared (e.g. of a suspicion),
はん,half,
ばん,evening,
ばん,(counter for) nights,
パン,bread,
ハンカチ,handkerchief,
ばんごう,number,
ばんごはん,dinner,
はんぶん,half minute,
はんぶん,half,
ひがし,east,
ひく,to pull,
ひく,to draw (attention etc...),
ひく,to draw back,
ひく,"to play (an instrument with strings, including piano)",
ひくい,"low (height, tone, rank, degree, cost, etc...)",
ひこうき,airplane,
ひだり,left,
ひと～,one,
ひと,person,
ひと,human being,
ひとつ,one,
ひとつ,for one thing (often used in itemized lists),
ひとつき,one month,
ひとり,one person,
ひま,free time,
ひゃく,hundred,
びょういん,hospital,
びょうき,illness,
ひる,noon,
ひる,daytime,
ひる,lunch,
ひるごはん,lunch,
ひろい,spacious,
フィルム,roll of film,
ふうとう,envelope,
プール,swimming pool,
フォーク,fork,
ふく,"to blow (wind, etc.)",
ふく,to emit,
ふく,clothes (esp. western clothes),
ふく,(counter for) doses of medicine,
ふたつ,two,
ぶたにく,pork,
ふたり,two people,
ふつか,two days,
ふつか,the second (day of the month),
ふとい,fat,
ふとい,deep (of a voice),
ふとい,daring,
ふゆ,winter,
ふる,to precipitate,
ふるい,old (not used for people),
ふろ,bath,
ふろ,bathroom,
ぶんしょう,sentence,
ページ,page,
へた,unskillful,
へた,imprudent,
ベッド,bed,
ペット,pet,
へや,room,
へん,area,
へん,"side (of triangle, rectangle, etc...)",
へん,circumstances,
ペン,pen,
べんきょう,study,
べんり,convenient,
ぼうし,hat,
ボールペン,ball-point pen,
ほか,other (esp. places and things),
ポケット,pocket,
ほしい,wanted,
ポスト,post,
ポスト,postbox,
ほそい,thin,
ボタン,button,
ホテル,hotel,
ほん,book,
ほん,main,
ほん,(counter for) long cylindrical things,
ほんだな,bookshelves,
ほんとう,truth,
"ほんとうに,　ほんとに",really,
まいあさ,every morning,
まいげつ/まいつき,every month,
まいしゅう,every week,
まいにち,every day,
まいねん/まいとし,every year,
まいばん,every night,
まえ,before (some event),
まえ,in front (of),
まがる,to bend,
まがる,to turn,
まがる,to be awry,
まずい,"unpleasant (taste, appearance, situation)",
また,again,
まだ,as yet,
まだ,not yet (with negative verb),
まち,town,
まち,street,
まつ,to wait,
まつ,to await,
まつ,to depend on (usually in negative form),
まっすぐ,straight (ahead),
まっすぐ,straightforward,
マッチ,match (contest),
マッチ,match (to light fire with),
まど,window,
まるい,round,
まん,ten thousand,
まんねんひつ,fountain pen,
みがく,to brush (teeth),
みがく,to refine,
みぎ,right,
みじかい,short,
みず,"water (cold, fresh)",
みせ,shop,
みせる,to show,
みち,street,
みっか,three days,
みっか,the third,
みっつ,three,
みどり,green,
"みな, みんな",everyone,
"みな, みんな",everything,
みなみ,south,
みみ,ear,
みみ,hearing,
みみ,edge,
みる,to see,
みる,to look over,
むいか,sixth day (of the month),
むいか,six days ,
むこう,over there,
むこう,opposite side,
むずかしい,difficult,
むっつ,six,
むら,village,
め,eye,
め,eyesight,
メートル,meter,
めがね,glasses,
もう,already,
もう,soon,
もう,more,
もういちど,again,
もくようび,Thursday,
もちろん,of course,
もつ,to hold,
もつ,to possess,
もっと,more,
もの,thing,
もん,gate,
もんだい,problem,
やおや,greengrocer,
やさい,vegetable,
やさしい,easy,
やすい,cheap,
やすみ,rest,
やすみ,vacation,
やすむ,to rest,
やすむ,to be absent,
やっつ,eight,
やま,mountain,
やる,to do,
ゆうがた,evening,
ゆうはん,dinner,
ゆうびんきょく,post office,
ゆうべ,last night,
ゆうめい,famous,
ゆうめい,fame,
ゆき,snow,
ゆっくりと,slowly,
ようか,eight days,
ようか,(the) eighth day (of the month),
ようふく,western-style clothes,
よく,well,
よく,often,
よこ,horizontal (as opposed to vertical),
よこ,width,
よこ,"side (of a box, etc...)",
よこ,beside,
よっか,four days,
よっか,(the) fourth day (of the month),
よっつ,four,
よぶ,to call out,
よぶ,"to summon (a doctor, etc..)",
よぶ,to invite,
よむ,to read,
よる,evening,
よわい,weak,
らいげつ,next month,
らいしゅう,next week,
らいねん,next year,
ラジオ,radio,
ラジカセ / ラジオカセット,radio cassette player,
りっぱ,splendid,
りゅうがくせい,overseas student,
りょうしん,both parents,
りょうり,cuisine,
りょこう,travel,
れい,zero,
れいぞうこ,refrigerator,
レコード,record,
レストラン,restaurant,
れんしゅう,practice,
ろうか,corridor,
ろく,six,
ワイシャツ,business shirt,
わかい,young,
わかる,to be understood,
わすれる,to forget,
わたくし,"(humble) I,myself",
わたし,"I,myself",
わたす,to hand over,
わたす,to traverse,
わたる,to go across,
わるい,bad,
わるい,evil,
わるい,unprofitable,
より,than (used for comparison),
ほう,one side (of a comparison),